nom du vin;vintage;appelation;couleur;ID_wine;ID_Item;prix;occasion de degust;food_pairing;food_pairing_french;gws
Vieux Chateau Certan;2010;Pomerol;Red;2141;2141-2010;294,21;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;98,82
Angelus;2003;Saint Emilion;Red;1173;1173-2003;296,67;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;92,66
Angelus;1998;Saint Emilion;Red;1173;1173-1998;308,96;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;94,6
Pichon Baron;1990;Pauillac;Red;1596;1596-1990;317,11;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;95,97
Vieux Chateau Certan;2009;Pomerol;Red;2141;2141-2009;320,26;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;97,86
Carruades de Lafite;2008;Pauillac;Red;1299;1299-2008;320,34;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,58
Carruades de Lafite;2002;Pauillac;Red;1299;1299-2002;320,84;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,96
Clinet;1990;Pomerol;Red;1348;1348-1990;326,43;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;94,1
Tertre Roteboeuf;1990;Saint Emilion;Red;2102;2102-1990;326,43;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;94,38
Cos d'Estournel;1982;Saint Estephe;Red;1497;1497-1982;330,45;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;96,27
Vieux Chateau Certan;2000;Pomerol;Red;2141;2141-2000;341;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;95,37
Carruades de Lafite;2006;Pauillac;Red;1299;1299-2006;349;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,51
Lynch Bages;1990;Pauillac;Red;1408;1408-1990;360,17;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;97,9
Angelus;1989;Saint Emilion;Red;1173;1173-1989;396,39;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;96,3
Carruades de Lafite;2005;Pauillac;Red;1299;1299-2005;402,91;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,56
Leoville Las Cases;1982;Saint Julien;Red;1580;1580-1982;405,71;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;94,74
Carruades de Lafite;2007;Pauillac;Red;1299;1299-2007;412,9;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;89,24
La Mondotte;2009;Saint Emilion;Red;1717;1717-2009;424,36;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;96,17
La Violette;2009;Pomerol;Red;1745;1745-2009;441,27;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;93,15
Petit Cheval;2003;Saint Emilion;Red;1958;1958-2003;452,5;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,29
Angelus;2000;Saint Emilion;Red;1173;1173-2000;478,51;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;96,34
La Mondotte;2000;Saint Emilion;Red;1717;1717-2000;512,51;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;95,49
Montrose;1990;Saint Estephe;Red;1593;1593-1990;593,45;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;96,66
Angelus;1990;Saint Emilion;Red;1173;1173-1990;606,23;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;97,38
Lafite Rothschild;1983;Pauillac;Red;1754;1754-1983;792,76;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;91,96
Lafite Rothschild;1985;Pauillac;Red;1754;1754-1985;839,4;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,29
Clinet;1989;Pomerol;Red;1348;1348-1989;848,7;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;95,15
Lafite Rothschild;1986;Pauillac;Red;1754;1754-1986;1227,69;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;95,99
Petrus;1984;Pomerol;Red;1969;1969-1984;1399;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;84,59
Petrus;1986;Pomerol;Red;1969;1969-1986;1585,53;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,7
Mouton Rothschild;2000;Pauillac;Red;1760;1760-2000;1714,3;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;94,06
Petrus;1983;Pomerol;Red;1969;1969-1983;1722,64;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;88,46
Petrus;1981;Pomerol;Red;1969;1969-1981;1725,43;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;87,27
Petrus;1985;Pomerol;Red;1969;1969-1985;1772,06;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;90,96
Le Pin;2005;Pomerol;Red;1805;1805-2005;2727,51;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;94,57
Lafite Rothschild;1982;Pauillac;Red;1754;1754-1982;3637,39;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;96,9
Petrus;1982;Pomerol;Red;1969;1969-1982;4653,98;diner, cadeau;Beef,  Lamb, Game (deer, venison), Poultry;Boeuf, Agneau, Gibier (cerf, chevreuil), Poulet;95,97
